LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-79.5445799,43.5947884,32,Lloyd George Ave,,Etobicoke,,,,,10a2272c9386312a
-79.5449289,43.5950986,40,Lloyd George Ave,,Etobicoke,,,,,dc13488af262e7be
-79.54468,43.5949531,34,Lloyd George Ave,,Etobicoke,,,,,487724046a5df769
-79.5446915,43.5950052,36,Lloyd George Ave,,Etobicoke,,,,,1f41ac8617fb735d
-79.5468298,43.5981773,89,Foch Ave,,Etobicoke,,,,,5a956137cda885a3
-79.5468746,43.5982748,91,Foch Ave,,Etobicoke,,,,,e4a91452a10906a5
-79.5469177,43.5983832,93,Foch Ave,,Etobicoke,,,,,4b069df1b1e259aa
-79.546404,43.5972058,77,Foch Ave,,Etobicoke,,,,,29cce3a0e41d058f
-79.5464588,43.5973062,77A,Foch Ave,,Etobicoke,,,,,dca11616eb7d9bc9
-79.5453414,43.5982578,20,Albright Ave,,Etobicoke,,,,,012a564f369dec49
-79.5452026,43.5983013,18,Albright Ave,,Etobicoke,,,,,311d53c0bdf6caaa
-79.5399313,43.5874862,398,Lake Promenade,,Etobicoke,,,,,22fc4a0bf28d0d7f
-79.5396698,43.5875112,396,Lake Promenade,,Etobicoke,,,,,14ffcd4fb37adbcb
-79.5390303,43.5871835,387,Lake Promenade,,Etobicoke,,,,,34b6541e0da75ffc
-79.5389731,43.5874212,385,Lake Promenade,,Etobicoke,,,,,248a9fbde8185454
-79.5388397,43.5873792,383,Lake Promenade,,Etobicoke,,,,,0fb1acebbba2d5ef
-79.5398798,43.5879057,4,Fortieth St,,Etobicoke,,,,,efddd1d06054b825
-79.541323,43.5902021,78,James St,,Etobicoke,,,,,b0220f916962e883
-79.5421067,43.5905002,23,Villa Rd,,Etobicoke,,,,,a2810b01780e5b4f
-79.5419678,43.5905238,21,Villa Rd,,Etobicoke,,,,,1a1f916432374a2a
-79.5418446,43.590557,19,Villa Rd,,Etobicoke,,,,,abb3b210fef2beaf
-79.5416977,43.5905851,15,Villa Rd,,Etobicoke,,,,,74afce4c97f62a22
-79.5411712,43.5902251,74,James St,,Etobicoke,,,,,b574651cb19af907
-79.5428884,43.5915456,26,Branch Ave,,Etobicoke,,,,,60967e81e50b9287
-79.5430739,43.5918606,3829A,Lake Shore Blvd W,,Etobicoke,,,,,8ae3b6635c2f4f1b
-79.543077,43.5919014,3829,Lake Shore Blvd W,,Etobicoke,,,,,cccb03b577158871
-79.5429755,43.5919025,3827A,Lake Shore Blvd W,,Etobicoke,,,,,1e49809abef4e9f2
-79.5429846,43.5919432,3827,Lake Shore Blvd W,,Etobicoke,,,,,23dbe41a8269fe3a
-79.5429134,43.5919289,3825A,Lake Shore Blvd W,,Etobicoke,,,,,520782e7f58b86e7
-79.5429179,43.5919696,3825,Lake Shore Blvd W,,Etobicoke,,,,,6e22c24497daa6e6
-79.5428331,43.5919587,3823A,Lake Shore Blvd W,,Etobicoke,,,,,d0612e56577cc48b
-79.5428786,43.5920192,3819-3829,Lake Shore Blvd W,,Etobicoke,,,,,33962759783dacfe
-79.5427624,43.5916341,22,Branch Ave,,Etobicoke,,,,,7ba4647e9e2eea94
-79.5425538,43.5916503,18,Branch Ave,,Etobicoke,,,,,d9c94130833d2d64
-79.5400561,43.591054,66,Thirty Ninth St,,Etobicoke,,,,,fd975d46b73d703c
-79.5400702,43.5911269,68,Thirty Ninth St,,Etobicoke,,,,,52e8d3797b21391b
-79.540147,43.5911864,70,Thirty Ninth St,,Etobicoke,,,,,2f19063680b32811
-79.5401559,43.591266,74,Thirty Ninth St,,Etobicoke,,,,,70b687e8fa7e9376
-79.5401951,43.5913713,76,Thirty Ninth St,,Etobicoke,,,,,1c97945edc0d7584
-79.5402245,43.5914418,78,Thirty Ninth St,,Etobicoke,,,,,08efc577ac76aa76
-79.5372204,43.5892763,5,Thirty Eighth St,,Etobicoke,,,,,889d18ba1ee5a7db
-79.5368561,43.5889745,334,Lake Promenade,,Etobicoke,,,,,c53adb01ac95a3a2
-79.5367088,43.5889804,332,Lake Promenade,,Etobicoke,,,,,41177f42c8735f0c
-79.5367218,43.589405,12,Thirty Seventh St,,Etobicoke,,,,,5a221b90d578d505
-79.5366999,43.5892876,8,Thirty Seventh St,,Etobicoke,,,,,c6417e4ab4be032f
-79.5368063,43.5895559,14,Thirty Seventh St,,Etobicoke,,,,,4abae9e860b9a8a7
-79.5382801,43.589874,26,Thirty Eighth St,,Etobicoke,,,,,d5f8167386ca1513
-79.5460253,43.5900678,5,Forty Third St,,Etobicoke,,,,,19e964bdc408bb78
-79.5464761,43.5903217,25,Forty Third St,,Etobicoke,,,,,f423bd5baf64c28b
-79.5467542,43.5907169,14,Forty Third St,,Etobicoke,,,,,8da37d9a25ee61b6
-79.5472721,43.5931502,56,Enfield Ave,,Etobicoke,,,,,db7a7b3d5396dea7
-79.5472941,43.5932675,60,Enfield Ave,,Etobicoke,,,,,34507e890c38281f
-79.5463426,43.5921389,25,Enfield Ave,,Etobicoke,,,,,6d9298c609fd61b5
-79.5442091,43.5922798,48,Exmoor Dr,,Etobicoke,,,,,b41056cb5350a10f
-79.552245,43.5980754,28,Westleigh Cres,,Etobicoke,,,,,8a7caa6562a7f2a6
-79.5521558,43.5981824,26,Westleigh Cres,,Etobicoke,,,,,a76da365fd1d06b2
-79.552128,43.5983081,24,Westleigh Cres,,Etobicoke,,,,,b47ac2aa5a111cad
-79.5517683,43.5978083,25,Westleigh Cres,,Etobicoke,,,,,6c87258468ea2c0c
-79.5517281,43.5979338,23,Westleigh Cres,,Etobicoke,,,,,07eb390d5ad7e377
-79.5516978,43.5980229,21,Westleigh Cres,,Etobicoke,,,,,eb6b757ce4678095
-79.5516364,43.5981398,19,Westleigh Cres,,Etobicoke,,,,,18547add15ea4968
-79.5483164,43.5975827,60,Albright Ave,,Etobicoke,,,,,d381b06703a9bf23
-79.5482287,43.597606,58A,Albright Ave,,Etobicoke,,,,,140374c8becef0fb
-79.5481217,43.5976313,58,Albright Ave,,Etobicoke,,,,,2670d9282e2e2339
-79.5480318,43.5976521,56A,Albright Ave,,Etobicoke,,,,,4914ecc11dcdbf94
-79.5479417,43.597673,56,Albright Ave,,Etobicoke,,,,,43e09606f96927eb
-79.5490403,43.5979088,63,Woodbury Rd,,Etobicoke,,,,,b18e25621a727a63
-79.5463846,43.595534,45,Jellicoe Ave,,Etobicoke,,,,,b6effb18d0e106b7
-79.5467978,43.5958634,54,Jellicoe Ave,,Etobicoke,,,,,9e0896eff45bdae1
-79.5462588,43.5956134,43,Jellicoe Ave,,Etobicoke,,,,,b3d120a3cd1d0aa5
-79.5461748,43.5953022,48,Foch Ave,,Etobicoke,,,,,264234e155d67961
-79.5457849,43.5956974,41,Jellicoe Ave,,Etobicoke,,,,,508778eb0f98da15
-79.5457254,43.5957039,39,Jellicoe Ave,,Etobicoke,,,,,919fd35c2e210b1f
-79.5453293,43.593432,12,Foch Ave,,Etobicoke,,,,,3ddb3a116c2e631c
-79.5447769,43.5950398,38,Lloyd George Ave,,Etobicoke,,,,,33788c1562c3c3eb
-79.5447863,43.5952546,42,Lloyd George Ave,,Etobicoke,,,,,a31eff597fc23337
-79.5455775,43.5953108,45A,Foch Ave,,Etobicoke,,,,,b7bf158210e079a1
-79.5456443,43.5954075,47,Foch Ave,,Etobicoke,,,,,0336740a50ff786f
-79.5456121,43.5957132,37,Jellicoe Ave,,Etobicoke,,,,,d0bf0b124cffe1e6
-79.5454827,43.5957646,35B,Jellicoe Ave,,Etobicoke,,,,,ec10c9b897c096c3
-79.5453852,43.5957824,35A,Jellicoe Ave,,Etobicoke,,,,,e38be53b28a1c23a
-79.5464384,43.5974076,79,Foch Ave,,Etobicoke,,,,,f18aa11dcdf50afc
-79.5465421,43.5975031,79A,Foch Ave,,Etobicoke,,,,,965537f0bc5a5afe
-79.5466196,43.597599,81,Foch Ave,,Etobicoke,,,,,05a2fc622c14a7e1
-79.5461884,43.5976522,37,Albright Ave,,Etobicoke,,,,,f1a69d4ede4b477a
-79.5450242,43.597915,17,Albright Ave,,Etobicoke,,,,,69c85c152122e198
-79.544852,43.5979456,15,Albright Ave,,Etobicoke,,,,,aff474a859587e3b
-79.544691,43.5979436,13,Albright Ave,,Etobicoke,,,,,c74a6588e96bf6e0
-79.5445665,43.597969,11,Albright Ave,,Etobicoke,,,,,463e186e5b50ff4c
-79.5394177,43.5880619,1,Fortieth St,,Etobicoke,,,,,f8351c7c4c7e644b
-79.5394885,43.5882068,3,Fortieth St,,Etobicoke,,,,,2407b3108cf813dc
-79.5393101,43.5877812,390,Lake Promenade,,Etobicoke,,,,,1a7ad87ed6fb47cc
-79.5392229,43.5879243,384,Lake Promenade,,Etobicoke,,,,,aceea9e8eac03923
-79.5391099,43.5879859,382,Lake Promenade,,Etobicoke,,,,,444d99c9df46ba6f
-79.5390299,43.588029,380,Lake Promenade,,Etobicoke,,,,,cf5da83f590e2794
-79.5415356,43.590628,13,Villa Rd,,Etobicoke,,,,,28c2c1cecf68962d
-79.5412864,43.5906878,5,Villa Rd,,Etobicoke,,,,,8fe43f209365c980
-79.5408351,43.5884986,18A,Hilo Rd,,Etobicoke,,,,,cc3a863b5e926316
-79.5409047,43.5885491,18,Hilo Rd,,Etobicoke,,,,,2fbeef995aa24c06
-79.5407309,43.5885649,16,Hilo Rd,,Etobicoke,,,,,01914d8a247fc621
-79.5405562,43.5886167,6,Hilo Rd,,Etobicoke,,,,,0330769e24c96ff6
-79.5399886,43.5883338,1,Hilo Rd,,Etobicoke,,,,,f595917ec8a02438
-79.5403674,43.5886672,4,Hilo Rd,,Etobicoke,,,,,0f58ce4419eca988
-79.5424134,43.5917196,16,Branch Ave,,Etobicoke,,,,,93c45f376c3dcace
-79.5428165,43.592006,3823,Lake Shore Blvd W,,Etobicoke,,,,,c223d546255b0453
-79.542765,43.5919917,3821A,Lake Shore Blvd W,,Etobicoke,,,,,50e56c00934b00ef
-79.5426923,43.5920149,3819A,Lake Shore Blvd W,,Etobicoke,,,,,fee7f35942fcaf27
-79.5427589,43.5920346,3821,Lake Shore Blvd W,,Etobicoke,,,,,c28867ca406e50a3
-79.5426998,43.5920567,3819,Lake Shore Blvd W,,Etobicoke,,,,,21bd72202ce1ee48
-79.5421307,43.5908662,22,Villa Rd,,Etobicoke,,,,,eff6f296141641e5
-79.5419795,43.5908921,18,Villa Rd,,Etobicoke,,,,,d14e26029372d8d8
-79.5418252,43.5909468,14,Villa Rd,,Etobicoke,,,,,b9c77dc5dc21d904
-79.5417252,43.5909816,12,Villa Rd,,Etobicoke,,,,,f0640e96c6688e9d
-79.5410485,43.5915727,103,Fortieth St,,Etobicoke,,,,,76d261827633dd3a
-79.5406224,43.5920118,92,Thirty Ninth St,,Etobicoke,,,,,e595d77518ffcb11
-79.5405831,43.5921014,94,Thirty Ninth St,,Etobicoke,,,,,ef015d8f0204f49f
-79.5402816,43.5915876,80,Thirty Ninth St,,Etobicoke,,,,,cc521a569cb11ff6
-79.5403578,43.5916843,82,Thirty Ninth St,,Etobicoke,,,,,21a954af8bf07ad8
-79.5403942,43.5917803,84,Thirty Ninth St,,Etobicoke,,,,,615248d20a163040
-79.5383566,43.5899301,28,Thirty Eighth St,,Etobicoke,,,,,3a475b2c54f8e0c2
-79.5383294,43.5900288,30,Thirty Eighth St,,Etobicoke,,,,,19c1c23122472663
-79.5383635,43.5901553,38,Thirty Eighth St,,Etobicoke,,,,,70530ae11f986645
-79.5381389,43.5896885,20,Thirty Eighth St,,Etobicoke,,,,,a27f97eb34202195
-79.5380936,43.5896226,18,Thirty Eighth St,,Etobicoke,,,,,42f599046a19ba88
-79.5381991,43.589784,22,Thirty Eighth St,,Etobicoke,,,,,3f76b281f5e26789
-79.5377082,43.5899332,25,Thirty Eighth St,,Etobicoke,,,,,93c75ae049de2395
-79.5466768,43.5907815,12,Forty Third St,,Etobicoke,,,,,b9172a2eef82d13a
-79.5461588,43.5902783,15,Forty Third St,,Etobicoke,,,,,b81808c524acfb2e
-79.5446578,43.5894349,87,Forty Second St,,Etobicoke,,,,,4782ef5efd2b3ecd
-79.5462347,43.5921881,23A,Enfield Ave,,Etobicoke,,,,,88019c09f7774aba
-79.5466689,43.5924762,16,Enfield Ave,,Etobicoke,,,,,a4b99e6fdc4a3f7e
-79.5465069,43.5925192,12,Enfield Ave,,Etobicoke,,,,,f57d1d273fcaf94e
-79.5463189,43.5926068,2,Gort Ave,,Etobicoke,,,,,0dc7499a8ed8a431
-79.5441088,43.5923219,46,Exmoor Dr,,Etobicoke,,,,,7fab9f20576116b6
-79.5515226,43.5982374,17,Westleigh Cres,,Etobicoke,,,,,2c9f5d421b316e12
-79.5513727,43.5982895,15,Westleigh Cres,,Etobicoke,,,,,78af60cc7b6101b2
-79.5513122,43.5971992,37,Westleigh Cres,,Etobicoke,,,,,b92a7a38a6bc0df7
-79.550797,43.5974989,9,Woodbury Pl,,Etobicoke,,,,,d4d9ee3ae8aa14d9
-79.5509183,43.5975673,13,Woodbury Pl,,Etobicoke,,,,,575162ab88715bfd
-79.5510404,43.597682,14,Woodbury Pl,,Etobicoke,,,,,7a825499c32dae78
-79.5489492,43.5979424,61A,Woodbury Rd,,Etobicoke,,,,,921a6a228e4b41ea
-79.548859,43.5979627,61,Woodbury Rd,,Etobicoke,,,,,4640897f6505eb95
-79.5487688,43.597983,59A,Woodbury Rd,,Etobicoke,,,,,dceeb4669bf51fc4
-79.5486787,43.5980033,59,Woodbury Rd,,Etobicoke,,,,,c1eed9912616588d
-79.5485886,43.5980236,57A,Woodbury Rd,,Etobicoke,,,,,c05a5fb6caa4359c
-79.5490682,43.5982964,62,Woodbury Rd,,Etobicoke,,,,,c495fdf8fe663008
-79.5489614,43.5983645,60A,Woodbury Rd,,Etobicoke,,,,,0a798c9727f0624f
-79.5453566,43.5935688,14,Foch Ave,,Etobicoke,,,,,7b3d1e1957316036
-79.545559,43.5938127,41,Alcan Ave,,Etobicoke,,,,,4032833150db875d
-79.5452749,43.595826,33,Jellicoe Ave,,Etobicoke,,,,,5ec1cdf4fd26e593
-79.5448664,43.5952985,44,Lloyd George Ave,,Etobicoke,,,,,4849bd75ee8c5192
-79.5448602,43.5953987,48,Lloyd George Ave,,Etobicoke,,,,,3b4b8847721bbf15
-79.5450092,43.5955434,52,Lloyd George Ave,,Etobicoke,,,,,7b5df5fc34bfd424
-79.5448884,43.5954642,48A,Lloyd George Ave,,Etobicoke,,,,,0a50e3bc90580d78
-79.5449166,43.5955297,50,Lloyd George Ave,,Etobicoke,,,,,5d8bcb2ab2379987
-79.5460758,43.5977025,35,Albright Ave,,Etobicoke,,,,,923c0a2da3dd142d
-79.5459612,43.5976716,33,Albright Ave,,Etobicoke,,,,,110430dba20fb7ab
-79.5458067,43.597699,31,Albright Ave,,Etobicoke,,,,,83ec16eef67f898a
-79.5450639,43.5983435,16,Albright Ave,,Etobicoke,,,,,2c38affc66174cb3
-79.5449022,43.5983811,14,Albright Ave,,Etobicoke,,,,,26b3a2aa2837e0c7
-79.5447667,43.5984037,10,Albright Ave,,Etobicoke,,,,,602c3df844ad1175
-79.5388913,43.5881185,376,Lake Promenade,,Etobicoke,,,,,cfe4ac8c3c0b606a
-79.5387387,43.5874589,381,Lake Promenade,,Etobicoke,,,,,8910ea30b53b591a
-79.5386496,43.5875568,379,Lake Promenade,,Etobicoke,,,,,2f706eb1d7aa2687
-79.5385485,43.5876366,377,Lake Promenade,,Etobicoke,,,,,52e49809af2e6cb5
-79.5387776,43.5882416,374,Lake Promenade,,Etobicoke,,,,,6885a9ca52431ec3
-79.53822,43.5879025,369,Lake Promenade,,Etobicoke,,,,,e591d30f93713493
-79.5402857,43.5888769,2,Hilo Rd,,Etobicoke,,,,,45a19b9787fedafd
-79.5410682,43.5889563,17,Garden Pl,,Etobicoke,,,,,9fd788345888bb40
-79.5409937,43.5889644,15,Garden Pl,,Etobicoke,,,,,05f93eb9b4aae28c
-79.5408902,43.5889968,13,Garden Pl,,Etobicoke,,,,,81ec0631df4e7340
-79.5408073,43.5890314,11,Garden Pl,,Etobicoke,,,,,1e96a1e011b42c1e
-79.5405822,43.5890762,9,Garden Pl,,Etobicoke,,,,,1ed103fed19b7ad6
-79.5410334,43.5893701,12,Garden Pl,,Etobicoke,,,,,1f360934db121087
-79.5421747,43.5913474,15,Branch Ave,,Etobicoke,,,,,0fc263239219108e
-79.5420483,43.5913959,13,Branch Ave,,Etobicoke,,,,,0d4a7ec0769f82e3
-79.5418636,43.5914065,9,Branch Ave,,Etobicoke,,,,,7b46e5471b6067c9
-79.5417404,43.5914613,7,Branch Ave,,Etobicoke,,,,,30aa173ce81c7ee6
-79.5416138,43.5909801,10,Villa Rd,,Etobicoke,,,,,ef4fa0a988a23e1b
-79.5414883,43.5910256,8,Villa Rd,,Etobicoke,,,,,96cbb8bdd217c177
-79.5414402,43.5910583,6,Villa Rd,,Etobicoke,,,,,209ee76afba99d8a
-79.5404345,43.5918558,86,Thirty Ninth St,,Etobicoke,,,,,1a44571d1c4510b0
-79.5404632,43.5919377,90,Thirty Ninth St,,Etobicoke,,,,,2515f9844f444e5c
-79.5395132,43.5908481,58,James St,,Etobicoke,,,,,a041131bd7304eb1
-79.539424,43.5908621,56,James St,,Etobicoke,,,,,0dfddcf737561d2f
-79.5395494,43.5911523,51,Thirty Ninth St,,Etobicoke,,,,,44d401cb0878f487
-79.5396388,43.5912318,53,Thirty Ninth St,,Etobicoke,,,,,54ef1969f526e4b3
-79.5396105,43.5913416,55,Thirty Ninth St,,Etobicoke,,,,,e3951619d0997300
-79.5377822,43.5900252,27,Thirty Eighth St,,Etobicoke,,,,,05c63c1d952d8d46
-79.5377688,43.5901567,29,Thirty Eighth St,,Etobicoke,,,,,9ce47205682262b9
-79.5384236,43.5902594,40A,Thirty Eighth St,,Etobicoke,,,,,469681a957965b92
-79.5384494,43.5903091,40B,Thirty Eighth St,,Etobicoke,,,,,a5a07d884b5cda0e
-79.5384225,43.5903288,40,Thirty Eighth St,,Etobicoke,,,,,8b2f8ab3c77c9fb4
-79.5384999,43.5904068,42,Thirty Eighth St,,Etobicoke,,,,,49f6c536301b8d2a
-79.543417,43.5886442,55,Forty Second St,,Etobicoke,,,,,37577de489be0e21
-79.544327,43.5892197,77A,Forty Second St,,Etobicoke,,,,,e93885cb36057459
-79.544256,43.5891746,77,Forty Second St,,Etobicoke,,,,,56aa68e138a0afe9
-79.5461518,43.5922248,23,Enfield Ave,,Etobicoke,,,,,b14da2caf1bcae88
-79.5460791,43.5922796,21,Enfield Ave,,Etobicoke,,,,,0ddc43cdb84060df
-79.5459674,43.5923262,19,Enfield Ave,,Etobicoke,,,,,04137b4feb842d8d
-79.5458533,43.5923737,17,Enfield Ave,,Etobicoke,,,,,10f30653953498a0
-79.5440322,43.5923751,44,Exmoor Dr,,Etobicoke,,,,,c2816202809267ea
-79.5439355,43.5924309,42A,Exmoor Dr,,Etobicoke,,,,,f3603a1d2eccf1c5
-79.5505982,43.5975234,7,Woodbury Pl,,Etobicoke,,,,,6fdc3090c77f2701
-79.5504237,43.5975662,5,Woodbury Pl,,Etobicoke,,,,,11c66a9ca8cbbb62
-79.5502348,43.5975692,3,Woodbury Pl,,Etobicoke,,,,,25fde5328286ca42
-79.5510248,43.5978169,12,Woodbury Pl,,Etobicoke,,,,,853f3a917b63e13f
-79.5509231,43.5979237,10,Woodbury Pl,,Etobicoke,,,,,9250b8b1714bb2a0
-79.5507973,43.5980031,8,Woodbury Pl,,Etobicoke,,,,,cd2336075ec69ea3
-79.5512356,43.5983238,11,Westleigh Cres,,Etobicoke,,,,,bcb703e9d59f9c37
-79.5488544,43.5983886,60,Woodbury Rd,,Etobicoke,,,,,a7af3df156f623e8
-79.5487563,43.5984104,58A,Woodbury Rd,,Etobicoke,,,,,432de8bdcd6d7e3b
-79.5486662,43.5984307,58,Woodbury Rd,,Etobicoke,,,,,8caaa098c109a40e
-79.5484973,43.5980443,57,Woodbury Rd,,Etobicoke,,,,,ad51ecf8811f60b9
-79.5484069,43.5980643,55A,Woodbury Rd,,Etobicoke,,,,,8bb81e6d1b41aca8
-79.548317,43.5980849,55,Woodbury Rd,,Etobicoke,,,,,e27f92dd0954ee85
-79.5481801,43.598132,53,Woodbury Rd,,Etobicoke,,,,,364184106fac9e7d
-79.545482,43.5937658,39,Alcan Ave,,Etobicoke,,,,,1b4d0e9e44c31eb5
-79.5454178,43.5937925,37,Alcan Ave,,Etobicoke,,,,,a5827021a7f9b229
-79.5448495,43.5934838,15,Foch Ave,,Etobicoke,,,,,1163d0644c3cfc02
-79.544878,43.5935581,17,Foch Ave,,Etobicoke,,,,,35756f4293acc3af
-79.5450861,43.5958385,31,Jellicoe Ave,,Etobicoke,,,,,728f96738259fa65
-79.5450022,43.595866,29,Jellicoe Ave,,Etobicoke,,,,,92ba7d4d086b89c3
-79.5440464,43.5948828,31,Lloyd George Ave,,Etobicoke,,,,,ee7c759619b2bcba
-79.544069,43.5949731,33,Lloyd George Ave,,Etobicoke,,,,,0493565189c72134
-79.5442378,43.5951644,35,Lloyd George Ave,,Etobicoke,,,,,1ececcae6e65500a
-79.5441404,43.5952353,25,Dover Dr,,Etobicoke,,,,,130e1768c67385dd
-79.5440753,43.5952253,23,Dover Dr,,Etobicoke,,,,,8058c25cb2412de5
-79.5437787,43.5946396,18,Alcan Ave,,Etobicoke,,,,,39b94e51e9caeb38
-79.5456998,43.5977223,29,Albright Ave,,Etobicoke,,,,,981f7c60b4ca3e47
-79.5467084,43.5978874,83,Foch Ave,,Etobicoke,,,,,b5b56eac11655c4f
-79.5467385,43.5979617,85,Foch Ave,,Etobicoke,,,,,8dbc1b999a2506ef
-79.546765,43.5980328,87,Foch Ave,,Etobicoke,,,,,10f119f1f5866c0e
-79.5467932,43.5981026,87A,Foch Ave,,Etobicoke,,,,,5b016aa7175d8049
-79.5445135,43.5973058,16A,Owen Dr,,Etobicoke,,,,,2223ff159653a525
-79.5444234,43.5973262,16,Owen Dr,,Etobicoke,,,,,46058682922294a1
-79.5443084,43.5973714,14,Owen Dr,,Etobicoke,,,,,78759e7446dc0bf7
-79.5442432,43.5973671,12,Owen Dr,,Etobicoke,,,,,0805b2665d383451
